longitude,latitude,transaction_type,price,property_type,property_subtype,seller_id,postal_code,date_of_construction,property_condition,livable_surface,number_of_bedrooms,number_of_bathrooms,elevator,terrace,furnished,availability,province,street,street_number,garage,land_surface,energy_consumption,garden,balcony,swimming_pool
3.9814533,50.4587867,Rent,750,Appartment,Flat,38533,7000,,Excellent,70,2,1,True,,,Immediately,Hainaut,parc de la sablonnière,3,,,10528,,,
4.5363885,50.4771076,Rent,1000,Appartment,Flat,33653,6220,,New,80,2,,False,,False,,Hainaut,rue du solstice,3,,,,,,
3.3880367,50.6056059,Rent,705,Appartment,Flat,38437,7500,,Normal,75,1,1,True,,False,,Hainaut,,,,,21414,,,
4.3978112,50.4046002,Rent,750,Appartment,Flat,28457,6030,,Fully renovated,60,1,1,,,False,,Hainaut,rue crayencour,48,,,47523,,,
4.3957235,50.4055222,Rent,850,House,House,39432,6030,2000,Normal,101,2,1,False,,False,Immediately,Hainaut,,,,101,44483,25,,
3.2241471,50.7430866,Rent,590,Appartment,Flat,33262,7700,,Normal,37,1,1,False,,False,,Hainaut,rue de la station,106,,,8063,,,
3.3867334,50.6042174,Rent,475,Appartment,Flat,40040,7500,,Excellent,16,1,8,False,,True,Immediately,Hainaut,rue saint-martin,36,,,,,,
4.1750546,50.4785624,Rent,800,Appartment,Flat,40026,7100,,Excellent,54,1,1,,,,From 01/07/2026,Hainaut,rue gustave boel,41,,,8911,,,
4.2401231,50.457145,Rent,590,Appartment,Flat,45532,7140,,Normal,52,2,1,False,,False,Immediately,Hainaut,rue arthur warocqué,30,,,29233,,,
3.3880367,50.6056059,Rent,1190,House,House,38437,7500,,Normal,210,3,1,False,,False,Immediately,Hainaut,,,,,42841,,,False
4.135889,50.6078259,Rent,1000,Appartment,Flat,45050,7090,,Normal,122,2,1,False,,False,,Hainaut,rue ferrer,4,2,,21321,125,True,
4.106811,50.5023578,Rent,1350,Appartment,Flat,42385,7070,,Fully renovated,110,3,1,,,,From 01/07/2026,Hainaut,rue de la renardise,2,,,,,,
4.0453246,50.4639119,Rent,1950,House,House,28823,7021,,Fully renovated,238,3,2,,,False,,Hainaut,,,1,,9306,,,
4.4587219,50.4052254,Rent,924,Appartment,Flat,0,6061,2010,Excellent,85,2,1,True,6,False,Immediately,Hainaut,rue de la rivelaine,47,,,,,,False
3.9569339,50.4478921,Rent,995,House,House,38335,7000,,Normal,70,2,1,,,,,Hainaut,rue du mont panisel,9,,200,25754,,,
4.1892216,50.469385,Rent,1095,Appartment,Flat,44256,7100,1970,Fully renovated,106,3,1,True,4,False,Immediately,Hainaut,,,,,15406,,,False
4.2439166,50.2151129,Rent,1000,House,House,44706,6500,,Normal,202,3,1,False,,False,Immediately,Hainaut,,,,,,,,
3.4032365,50.6106505,Rent,990,Appartment,Flat,46133,7500,,New,91,2,1,True,25,False,,Hainaut,rue paul pastur,33,,,,,,
3.3403627,50.5467427,Rent,1125,House,House,47311,7618,,Normal,162,3,1,False,,False,,Hainaut,,,1,,15202,,,
4.27942588,50.35891005,Rent,1300,House,Villa,28892,6540,,,115,3,1,False,,False,Immediately,Hainaut,rue des waibes,78,1,650,,,,
4.14666,50.4529,Rent,1100,House,House,48561,7100,,Normal,151,3,1,False,,False,Immediately,Hainaut,rue des francs,9,,,,,False,
4.5521828,50.4831227,Rent,750,Appartment,Flat,38611,6220,,,60,2,,,,,Immediately,Hainaut,chaussée de charleroi,178,,,11308,,,
4.4167018,50.5381999,Rent,840,Appartment,Duplex,40796,6210,,Normal,110,2,1,False,,False,,Hainaut,rue de l'eglise,3,,,25137,,,False
4.4297047,50.3821539,Rent,900,Appartment,Flat,40699,6001,,Excellent,,2,1,True,,False,,Hainaut,rue de la ferme bal,6,,,9197,,,False
4.4460783,50.4099614,Rent,650,Appartment,Flat,39975,6000,,,40,1,1,,,,,Hainaut,boulevard alfred de fontaine,1,,,10208,,,
4.1854972,50.4737086,Rent,825,Appartment,Duplex,42400,7100,,Excellent,123,2,1,False,,False,,Hainaut,rue de bouvy,36,,,19960,,,False
4.382084,50.3874443,Rent,580,Appartment,Flat,27592,6110,,Normal,25,1,,True,,False,From 01/07/2026,Hainaut,rue de gozée,141,1,,,,,
4.0652452,50.56992,Rent,1200,Appartment,Flat,45050,7060,2026,New,70,1,,,,False,,Hainaut,chaussée de mons,47,,,,,,
3.3788552,50.6104937,Rent,900,Appartment,Flat,40901,7500,2021,,81,1,1,False,30,,From 21/07/2026,Hainaut,boulevard léopold,79,,,,,True,
3.8010086,50.5590136,Rent,2250,House,House,38335,7950,,Excellent,190,5,2,,,False,,Hainaut,rue de quièvremont,27,,434,34733,,,
3.9442509,50.482857,Rent,1400,House,House,38335,7020,,Normal,135,3,2,False,,False,,Hainaut,rue de caraman,48,,,39752,,,False
4.4548016,50.4152154,Rent,700,Appartment,Flat,27545,6000,,Normal,71,1,1,True,4,,,Hainaut,rue de la neuville,64,,,36914,,,
4.5253823,50.4071743,Rent,850,Appartment,Duplex,42622,6200,,Excellent,100,2,1,False,,False,,Hainaut,rue de la station,232,,,,,,
4.4435078,50.4062845,Rent,875,Appartment,Duplex,39975,6000,,New,100,2,1,,4,False,,Hainaut,charleville,52,,,36776,,,
4.4572011,50.4141665,Rent,750,Appartment,Flat,40787,6061,,Normal,76,2,1,False,,False,Immediately,Hainaut,rue aimé mignolet,34,,,24530,,,
4.1836082,50.4760184,Rent,800,Appartment,Flat,40026,7100,,,118,2,,,,,Immediately,Hainaut,rue sylvain guyaux,66,,,26348,,,
4.5515144,50.4841053,Rent,900,Appartment,Duplex,28267,6220,,Normal,100,2,1,,6,False,,Hainaut,rue de bruxelles,35,,,29380,,,
4.0652452,50.56992,Rent,1300,Appartment,Flat,45050,7060,2026,New,,2,,,,False,,Hainaut,chaussée de mons,47,,,,,,
4.4432536,50.4123788,Rent,600,Appartment,FlatStudio,40787,6000,,Normal,39,1,1,False,,False,Immediately,Hainaut,rue du beffroi,42,,,12605,,,
4.1939952,50.4182711,Rent,960,House,Villa,42400,7134,1960,Excellent,161,4,2,False,,False,Immediately,Hainaut,sentier des piétons,25,1,,74187,,,False
3.9478576,50.4560607,Rent,685,Appartment,Flat,42400,7000,,Normal,70,1,1,False,,False,,Hainaut,rue des compagnons,19,1,,12847,,,False
4.5465151,50.4833788,Rent,1900,Appartment,Flat,49251,6220,,,90,,,,,,,Hainaut,rue de la station fleurus,,,,,,False,
4.466168,50.4132764,Rent,475,Appartment,Flat,40787,6061,,New,167,1,,,,,,Hainaut,rue longuebourse,14,,,26156,,,
3.38061674,50.61080705,Rent,900,Appartment,Flat,42856,7500,,,96,2,,True,,False,From 15/07/2026,Hainaut,rue frinoise,33,,,,,,
4.4819967,50.3984031,Rent,750,House,House,40787,6061,,Normal,71,1,1,False,,False,Immediately,Hainaut,rue de la descente,25,,,30092,,,False
3.44521424,50.5673904,Rent,580,Appartment,Flat,42856,7640,,,45,1,,False,,False,Immediately,Hainaut,place du préau,10,,,,,,
3.3774846,50.6134812,Rent,1245,Appartment,Penthouse,40901,7500,2025,,94,2,,False,,,From 01/02/2026,Hainaut,avenue de maire,28,,,,,False,
4.4777803,50.4018544,Rent,350,House,House,27536,6061,,,,3,1,,,True,,Hainaut,,,,,52531,,,
4.4352214,50.4468499,Rent,720,Appartment,Flat,38611,6040,,Fully renovated,45,1,1,False,,False,Immediately,Hainaut,chaussée de bruxelles,323,,,8274,,,
4.4256871,50.3989702,Rent,770,Appartment,GroundFloor,27545,6032,,Normal,70,1,1,,6,,,Hainaut,avenue albert,1,,,22698,,,
3.3882354,50.599457,Rent,2500,House,MasterHouse,40901,7500,,,369,5,2,False,,,From 01/10/2025,Hainaut,rue de barges,22,,,,,False,
3.283159,50.6448071,Rent,650,House,Bungalow,47311,7520,,Normal,44,1,1,False,,False,,Hainaut,,,,,8551,,,
3.3845802,50.6093723,Rent,1325,Appartment,Duplex,40901,7500,,,124,2,2,False,25,,From 01/01/2026,Hainaut,rue saint jacques,19,,,,,False,
4.0441678,50.6971425,Rent,900,Appartment,Flat,0,7850,,Normal,101,2,1,False,,False,,Hainaut,rue des tulipes enghien,,,,,40,,
4.4534002,50.3994644,Rent,400,House,House,28267,6001,,Normal,,1,1,,,False,,Hainaut,avenue de philippeville,135,,,,30,,
3.8390275,50.5392846,Rent,1500,House,House,43937,7050,,,220,4,2,,30,,,Hainaut,rue des juifs,38,1,1358,,,,
4.4352214,50.4468499,Rent,580,Appartment,FlatStudio,38611,6040,,Fully renovated,25,1,1,False,,False,Immediately,Hainaut,chaussée de bruxelles,323,,,3876,,,
3.283159,50.6448071,Rent,650,House,Bungalow,47311,7520,,Normal,42,1,1,False,,False,,Hainaut,,,,,8191,,,
4.4534238,50.3994894,Rent,400,House,House,28267,6001,,Normal,,1,1,,,False,,Hainaut,avenue de philippeville,135,,,,30,,
4.2660214,50.0844529,Rent,1150,Appartment,Flat,27536,6460,,,118,2,1,True,22,,,Hainaut,,,,,8867,,,
3.38864,50.61032,Rent,780,Appartment,Flat,40040,7500,,Excellent,85,1,1,False,,True,From 01/09/2026,Hainaut,quai dumon,8,,,,,,
3.9598378,50.466088,Rent,850,Appartment,Flat,43937,7000,,,70,1,,,,,,Hainaut,sentier malaquin,10,1,,,,,
3.7882733,50.6335009,Rent,1190,House,House,27721,7800,,,130,4,1,,15,,From 01/08/2026,Hainaut,,,,178,,128,,
3.8320963,50.4858646,Rent,715,Appartment,Flat,38533,7331,,Normal,70,2,1,True,,False,,Hainaut,rue d'herchies,16,,,13080,,,
3.3712176,50.6176445,Rent,1400,House,House,28130,7500,,Excellent,234,3,2,,25,,,Hainaut,rue du casino,7,1,300,28097,200,,
3.6411848,50.6145868,Rent,825,House,House,42856,7903,,,82,1,,False,,False,From 01/08/2026,Hainaut,rue du vieux moulin,1,,,,,,
3.9596202,50.5143177,Rent,1500,House,House,40595,7050,,Normal,150,3,1,,,,,Hainaut,chaussée brunehault,278,1,,51147,,,
3.3048918,50.7281602,Rent,850,Appartment,Duplex,43091,7711,,Normal,147,3,1,False,15,False,,Hainaut,,,,,,,,
4.3528114,50.1922278,Rent,675,Appartment,Flat,28457,6441,,,,1,1,,,,Immediately,Hainaut,rue du bois du four,11,,,6047,,,True
3.2013914,50.748105,Rent,850,House,House,40656,7700,,,,2,1,False,,False,,Hainaut,rue du progrès,8,,,,,,
3.8885591,50.4070949,Rent,1100,House,House,43937,7080,,,130,3,1,,,,,Hainaut,rue dejardin,6,,,,,,
4.4606672,50.3181127,Rent,620,Appartment,FlatStudio,0,6120,1980,Fully renovated,50,1,1,,2,,,Hainaut,praile,132,,,,,,
3.9074882,50.4734165,Rent,1100,Appartment,Duplex,38082,7011,2026,Excellent,150,3,2,False,14,False,,Hainaut,rue de la culture,41,,,7026,,,
4.2151333,50.04331418,Rent,725,House,House,33575,6592,,,125,3,1,False,,False,Immediately,Hainaut,rue d'imbrechies,6,,,,,,
3.3952837,50.6074853,Rent,545,Appartment,FlatStudio,28130,7500,2000,Excellent,40,1,1,False,,False,,Hainaut,rue cambron,37,,,8068,,,
3.399531,50.60603,Rent,500,Appartment,Flat,40040,7500,,Excellent,,1,,False,,True,From 01/07/2026,Hainaut,rue des six filles,3,,,,,,
3.3829013,50.6050646,Rent,385,Appartment,FlatStudio,38437,7500,,New,29,1,1,False,,False,,Hainaut,rue jean note,30,,,15753,,,
4.16462,50.41027,Rent,665,Appartment,Flat,28961,7130,,Normal,,,,,,,From 30/06/2026,Hainaut,10rue de biseau binche,,,,,,,
4.156078,50.4852743,Rent,800,House,House,43063,7110,,Excellent,98,1,1,False,40,False,Immediately,Hainaut,rue léon duray,66,,,,,,
3.9505578,50.4533756,Rent,450,Appartment,FlatStudio,38533,7000,,Normal,21,0,1,False,,True,Immediately,Hainaut,rue de la poterie,18,,,14589,,,
3.9478609,50.4469744,Rent,1300,Appartment,Flat,48110,7000,,Normal,99,3,1,True,,False,Immediately,Hainaut,avenue jean d'avesnes,10,,,24166,,,
3.9530492,50.6171062,Rent,2000,House,House,38335,7830,,,185,4,2,,,,Immediately,Hainaut,rue de silly,47,1,,75938,,,
4.3311908,50.1514913,Rent,850,Appartment,Flat,45869,6440,,New,115,3,1,False,,False,,Hainaut,rue du gouty,16,,,12190,,,
4.2471078,50.5619278,Rent,1100,House,House,39233,7181,,Normal,100,2,1,False,10,False,,Hainaut,chaussee de marche,49,,350,76260,200,,
3.3869229,50.6088903,Rent,775,Appartment,Flat,38437,7500,,Normal,,1,1,False,,False,,Hainaut,rue du cygne,38,,,,,,
3.2010166,50.7518376,Rent,1200,House,House,33262,7700,,New,,3,,False,18,False,Immediately,Hainaut,clos eléa,27,,152,,,,
3.73466304,50.5476346,Rent,685,Appartment,Flat,37448,7970,,,61,1,,False,,False,Negotiable,Hainaut,rue des viviers au bois,28,,,,,,
4.0093608,50.5128316,Rent,920,Appartment,Flat,46389,7061,,,106,3,1,,,,From 01/07/2026,Hainaut,chaussée de bruxelles,116,,,,,,
3.9550169,50.4520127,Rent,1045,Appartment,Duplex,48110,7000,,Normal,160,2,1,,,,Immediately,Hainaut,rue jean lescarts,15,,,57881,,,
3.5929608,50.51409115,Rent,770,Appartment,Flat,37448,7600,,,75,2,1,True,5,False,Immediately,Hainaut,rue du ponsart,31,,,,,,
3.73862337,50.5442072,Rent,690,Appartment,Flat,37448,7970,,,94,2,,False,,False,Negotiable,Hainaut,rue de mons,85,,,,,,
3.62229683,50.58511765,Rent,650,Appartment,Flat,37448,7900,,,70,2,1,False,,False,Negotiable,Hainaut,chemin du lapin,50,,,,,,
4.32298382,50.4106617,Rent,720,Appartment,Flat,27592,6140,,Normal,75,2,,True,,False,Immediately,Hainaut,grand-rue,25,,,,,,
3.60687786,50.4979385,Rent,700,Appartment,Flat,37448,7603,,,80,2,1,False,,False,Negotiable,Hainaut,rue d'esquermes,2,,,,,,
3.9554514,50.4440837,Rent,1320,House,House,38533,7000,2016,Normal,150,3,1,False,,False,,Hainaut,avenue d'hyon,129,1,,25373,,,
4.3841702,50.504318,Rent,900,Appartment,Flat,40796,6230,2023,New,85,2,1,True,6,False,,Hainaut,rue alfred lanser,1,,,5338,,,
3.5912115,50.512467,Rent,625,Appartment,Flat,37448,7600,,,68,2,1,True,,False,Negotiable,Hainaut,place deflinnes,6,,,,,,
4.4446911,50.4131773,Rent,780,Appartment,Flat,44975,6000,,Excellent,90,2,1,False,,False,Immediately,Hainaut,rue de la poterne,1,,,22689,,,
3.8707923,50.4459498,Rent,725,Appartment,Flat,38533,7390,,Normal,80,2,1,False,,False,,Hainaut,rue jules destrée,51,,,93495,,,
3.219272,50.7459126,Rent,895,Appartment,Flat,47527,7700,,Excellent,126,,,False,,,,Hainaut,,,,,,,,
4.16903,50.41744,Rent,750,Appartment,Flat,28961,7130,,Normal,,,,,,,From 30/06/2026,Hainaut,rue zéphirin fontaine,10,,,,,,
3.3048918,50.7281602,Rent,1000,House,House,38349,7711,,,150,3,1,False,,False,Immediately,Hainaut,,,1,,,,,
3.618295,50.59925,Rent,590,Appartment,Triplex,37448,7900,,,63,1,,False,,False,Negotiable,Hainaut,rue du rempart,72,,,,,,
3.3880367,50.6056059,Rent,950,Appartment,Flat,38349,7500,,New,82,2,1,False,,False,Immediately,Hainaut,,,,,,,,
3.95225503,50.44999055,Rent,550,Appartment,Flat,37448,7000,,,,1,,False,,False,Immediately,Hainaut,rue des sœurs noires,6,,,,,,
4.4381883,50.4086882,Rent,950,Appartment,Flat,39432,6000,1960,Normal,108,2,1,False,3,False,Immediately,Hainaut,boulevard joseph tirou,17,,,21580,,,
3.684904,50.4327789,Rent,750,Appartment,Flat,40846,7350,2018,Normal,73,,,False,,,,Hainaut,,,,,,,,
3.8183635,50.4490864,Rent,500,Appartment,Flat,40846,7330,,Excellent,135,,,False,,,,Hainaut,,,,,,,,
4.15428,50.48815,Rent,950,House,House,27776,7110,,,100,2,,,12,,From 01/09/2026,Hainaut,,,,200,,107,,
3.47327169,50.55209663,Rent,1600,House,House,42856,7640,,,410,4,1,False,,False,From 01/07/2026,Hainaut,rue paillard,24,,2869,,,,
3.84714625,50.41631885,Rent,1050,House,House,33896,7340,,,170,3,1,False,,False,From 01/08/2026,Hainaut,rue appâa,22,2,,,,,
3.3812442,50.6114861,Rent,1999,House,House,46472,7500,,,,,,,,True,From 01/09/2026,Hainaut,rue de la madeleine tournai,,,192,,,False,
3.3880367,50.6056059,Rent,650,Appartment,Flat,38349,7500,,,90,2,,False,,False,Immediately,Hainaut,,,,,,,,
3.8930379,50.4212434,Rent,900,House,House,48110,7012,,Normal,100,2,1,False,6,False,Immediately,Hainaut,rue genestrois,139,,115,35228,10,,
4.43524,50.44248,Rent,665,Appartment,Flat,28942,6040,,,,1,,False,,False,Immediately,Hainaut,"rue de la station,",18,,,,,,
3.203209,50.74087,Rent,800,House,House,40656,7700,,,107,3,,False,,False,,Hainaut,beau site,39,,,,,,
4.45005197,50.3268637,Rent,1650,House,House,33575,6120,,,280,3,1,False,,False,On contract,Hainaut,rue couture,36,1,,,,,
3.8383261,50.4048263,Rent,3250,House,House,39432,7340,1995,Normal,301,7,2,True,200,True,Immediately,Hainaut,,,,2349,94712,1600,,
4.2721491,50.5285674,Rent,950,Appartment,Flat,27776,7180,,,92,2,1,,18,,From 01/07/2026,Hainaut,,,,,,22,,
4.53892017,50.424677,Rent,850,Appartment,Flat,28892,6560,,,116,3,,False,,False,Immediately,Hainaut,rue albert,1,,,,,,
4.3247655,50.4308424,Rent,515,Appartment,FlatStudio,40288,6141,,Normal,40,1,1,False,,False,,Hainaut,rue emile vandervelde,195,,,24855,,,False
4.4737,50.3747,Rent,1175,Appartment,Flat,44706,6280,2025,Normal,127,2,1,True,,False,Immediately,Hainaut,,,1,,,,,
3.7827922,50.4000125,Rent,1400,House,House,33493,7370,,Normal,,4,2,,,False,Immediately,Hainaut,,,,,67126,,,
4.46711226,50.42301325,Rent,1100,House,House,33164,6061,1946,,143,4,,False,,False,Immediately,Hainaut,rue petite aise,51,,,,,,
3.9457948,50.4529261,Rent,750,Appartment,Flat,48110,7000,,Excellent,35,1,1,False,,True,Immediately,Hainaut,rue de la grosse pomme,14,,,10408,,,
3.9189495,50.5811119,Rent,2400,House,Villa,38335,7870,,Excellent,150,4,2,,,,,Hainaut,rue du parc,5,1,,12836,,,
4.1892216,50.469385,Rent,1090,Appartment,Duplex,39432,7100,,Normal,131,3,2,True,,False,Immediately,Hainaut,,,1,,18054,,,
3.39172498,50.60674875,Rent,950,Appartment,Flat,40656,7500,,,205,4,,False,,False,,Hainaut,rue du chevet saint-pierre,7,,,,,,
3.195754,50.72415,Rent,810,House,House,40656,7700,,,135,3,1,False,,False,,Hainaut,rue de verviers,35,1,,,,,
3.8249585,50.4392783,Rent,695,Appartment,Flat,28823,7301,2010,Excellent,86,2,1,False,,False,,Hainaut,rue de la fontaine,86,,,22633,,,
4.141006,50.608334,Rent,650,Appartment,Flat,27776,7090,,,70,,,,,,From 01/07/2020,Hainaut,,,,,,,,
3.61675128,50.59834605,Rent,825,Appartment,Flat,37448,7900,,,111,2,,False,,False,Negotiable,Hainaut,rue de tournai,18,,,,,,
3.8685508,50.3952034,Rent,800,Appartment,Flat,43937,7080,,Normal,75,2,1,,,,,Hainaut,rue du tanneur,25,1,,,,,
4.26132348,50.5336163,Rent,700,Appartment,Flat,27584,7180,2026,,45,1,,True,10,False,Immediately,Hainaut,rue jean-baptiste vifquin,8,1,,,,,
4.3581617,50.513555,Rent,790,Appartment,Flat,33156,6230,,,80,2,1,,,,From 15/09/2026,Hainaut,,,,,,,,
3.219272,50.7459126,Rent,750,House,House,38349,7700,,,97,2,1,False,,False,Immediately,Hainaut,,,,50,,,,
4.4433875,50.41095,Rent,750,Appartment,Flat,28045,6000,,,80,1,,,,,From 01/06/2026,Hainaut,rue de l'escalier,7,,,,,,
3.3880367,50.6056059,Rent,695,Appartment,Flat,47527,7500,,Excellent,64,2,1,False,,,,Hainaut,,,,,,,,
3.949703,50.4555851,Rent,700,Appartment,Flat,28376,7000,,Excellent,62,1,1,,,,,Hainaut,rue des telliers,3,,,15876,,,
3.5871736,50.52887,Rent,595,Appartment,Flat,28130,7601,,Excellent,77,1,1,False,,False,,Hainaut,place de roucourt,3,,,27386,,,False
3.3880367,50.6056059,Rent,920,Appartment,Flat,47311,7500,,New,80,2,1,True,,False,,Hainaut,,,,,5482,,,
3.649059,50.525367,Rent,980,Appartment,Flat,37448,7971,,Normal,158,3,,False,26,False,Immediately,Hainaut,rue des écoles,18,,,,,,
3.2223587,50.7469719,Rent,825,Appartment,Flat,48545,7700,2019,Excellent,78,1,1,True,30,,,Hainaut,avenue royale,74,1,,,120,,
4.04943,50.69364,Rent,850,Appartment,Flat,27268,7850,1970,,70,2,1,False,,False,,Hainaut,chaussée de bruxelles,441,,,,,,
4.141006,50.608334,Rent,750,Appartment,Flat,27776,7090,,,48,1,,,,,From 01/08/2026,Hainaut,,,,,,,,
3.3880367,50.6056059,Rent,615,Appartment,Flat,47311,7500,,Fully renovated,71,1,1,False,,False,,Hainaut,,,,,28142,,,False
3.9843106,50.4570053,Rent,700,Appartment,Flat,48110,7000,,Fully renovated,36,1,1,False,,False,,Hainaut,,,,,11729,,,False
3.89704,50.35715,Rent,1200,House,House,27552,7040,,Normal,250,4,1,,,,,Hainaut,,,,643,67730,,,
3.9128384,50.4415393,Rent,850,House,House,43937,7033,,,,3,2,,50,,,Hainaut,rue jean jaures,86,,,,200,,
4.4138241,50.459658,Rent,1100,House,House,42386,6041,,Normal,,2,1,False,,False,,Hainaut,rue du rosaire gosselies,,,,67576,,,
4.3667175,50.5381032,Rent,775,Appartment,Flat,37374,6230,2010,Excellent,65,2,1,False,,False,,Hainaut,,,,,13958,,False,False
3.3951405,50.6106311,Rent,880,Appartment,Flat,27940,7500,2022,Excellent,108,2,1,True,,,,Hainaut,rue childeric,34,,,8137,,,
3.9447825,50.4858721,Rent,1200,Appartment,Duplex,38082,7020,2022,New,95,2,1,,8,False,,Hainaut,route d'ath,126,,,9184,,,
4.25744159,50.5660686,Rent,725,Appartment,Flat,27584,7181,,,105,2,1,False,,False,From 01/08/2026,Hainaut,rue crombize,41,,,,,,
3.9405833,50.461077,Rent,730,Appartment,Flat,29038,7000,,,,1,,,,,From 18/08/2026,Hainaut,"rue des grands pres,",107,1,,,,,
3.9358785,50.4525795,Rent,770,Appartment,Flat,46664,7000,2021,Excellent,58,1,1,False,6,False,,Hainaut,rue jacques prevert,4,,,4765,,,False
3.21214,50.74146,Rent,950,Appartment,Flat,40656,7700,,,102,2,1,True,,False,,Hainaut,rue des moulins,61,,,,,,
3.9419688,50.4764682,Rent,800,Appartment,Duplex,29038,7020,,,80,2,,,,,From 04/05/2026,Hainaut,"rue des postes,",80,,,,,,
3.2690718,50.6670101,Rent,565,Appartment,Flat,47311,7730,,Normal,46,1,1,False,,False,,Hainaut,,,,,,,,False
3.9455091,50.4465608,Rent,875,Appartment,Duplex,0,7000,1901,Excellent,98,1,1,False,,False,,Hainaut,boulevard sainctelette,27,,,,,,False
3.3801793,50.6004275,Rent,750,Appartment,Flat,0,7500,2015,Excellent,54,1,1,,,,,Hainaut,chaussée de douai,3,,,,,,
3.3880367,50.6056059,Rent,650,Appartment,Flat,46251,7500,,Normal,48,1,1,False,,False,,Hainaut,,,,,,,,
3.9011158,50.475761,Rent,2500,House,House,44163,7011,,,335,4,3,,,False,Immediately,Hainaut,place de ghlin,1,2,385,129518,,,
3.3880367,50.6056059,Rent,800,Appartment,Flat,27530,7500,,,,3,1,True,,False,From 01/08/2026,Hainaut,,,,,,,,
4.21838526,50.35270045,Rent,1475,House,Cottage,28892,6543,,,200,3,1,False,,False,Immediately,Hainaut,route de rouveroy,59,,3500,,,,
3.8635165,50.5126743,Rent,1550,House,House,45876,7050,,Excellent,180,3,1,,,,,Hainaut,rue petite,93,,555,61675,400,,
3.55149708,50.53921788,Rent,975,House,House,48742,7604,2025,New,121,3,1,False,21,False,Immediately,Hainaut,rue du buissenet,60,,224,,164,,
4.424791,50.3999177,Rent,800,Appartment,Flat,0,6032,,Excellent,95,2,1,,10,,,Hainaut,avenue pastur,418,,,,,,
4.3169134,50.0493771,Rent,650,Appartment,Flat,33575,6460,,,64,1,1,False,,False,Immediately,Hainaut,rue rogier,9,,,,,,
3.7781924,50.6314332,Rent,575,Appartment,FlatStudio,0,7800,1977,Normal,25,1,1,,,,,Hainaut,rue des hauts degres,1,,,,,,
4.09928,50.38748,Rent,950,House,House,28961,7120,,Normal,,,,,,,From 31/08/2026,Hainaut,rue des trieux,80,,,,,,
3.64213,50.521,Rent,770,House,House,37448,7971,,,105,2,1,False,,False,Negotiable,Hainaut,pré à parchon,16,1,,,,,
4.43266,50.46981,Rent,800,Appartment,Flat,48561,6041,,Normal,75,2,1,False,,False,Immediately,Hainaut,faubourg de bruxelles,26,,,,,False,
4.413167,50.4351763,Rent,650,House,MixedBuilding,28267,6040,,Excellent,40,,,,,,,Hainaut,rue pierre-joseph wéry,3,,,,,,
3.3882595,50.6085834,Rent,760,Appartment,Flat,0,7500,1960,Normal,90,1,1,,10,,,Hainaut,rue des fossés,20,,,,,,
3.3711556,50.598423,Rent,900,House,House,0,7500,,Excellent,144,2,1,,,False,,Hainaut,chaussée de douai,207,,,,,,
4.3169134,50.0493771,Rent,700,Appartment,Flat,33575,6460,,,85,1,1,False,,False,Immediately,Hainaut,rue rogier,9,,,,,,
3.3880367,50.6056059,Rent,1150,Appartment,Flat,38349,7500,,,,3,1,False,,False,Immediately,Hainaut,,,,,,,,
3.269054,50.7361592,Rent,1800,House,Villa,33262,7711,,Excellent,406,5,3,False,,False,,Hainaut,avenue des cerisiers,6,,,137003,,,False
4.2512557,50.5620498,Rent,950,Appartment,Flat,45932,7181,,Normal,,3,,False,,False,,Hainaut,grand-place de feluy,17,,,32263,,,False
3.71495,50.50368,Rent,800,Appartment,Flat,39376,7973,,New,84,2,1,False,,False,Immediately,Hainaut,rue du cola,68,,,,,,
3.9531341,50.4493389,Rent,780,Appartment,Flat,38533,7000,,Excellent,90,2,1,True,,False,Immediately,Hainaut,rue de la trouille,2,1,,12558,,,
3.3880367,50.6056059,Rent,800,Appartment,GroundFloor,38349,7500,,New,66,1,,True,,False,Immediately,Hainaut,,,,,,,,True
3.20279,50.7446,Rent,860,House,House,40656,7700,,,130,3,1,False,,False,,Hainaut,chaussée du risquons-tout,70,,,,,,
4.13582707,50.61874699,Rent,850,Appartment,Flat,40739,7090,,Normal,75,2,1,True,17,False,Immediately,Hainaut,rue du poseur,13,1,,,,,
3.9895802,50.449949,Rent,950,Appartment,Flat,43627,7000,2026,New,82,2,1,True,8,False,Immediately,Hainaut,rue cybele,4,,,3918,,,False
3.3880367,50.6056059,Rent,675,Appartment,Duplex,38437,7500,,Normal,78,2,1,,,False,,Hainaut,,,,,27964,,,
3.385139,50.60614,Rent,975,Appartment,Flat,40040,7500,,Excellent,110,2,,True,,False,Immediately,Hainaut,rue des maux,4,,,,,,
4.2613096,50.5336665,Rent,920,Appartment,Flat,45012,7180,2026,New,60,1,1,True,10,False,Immediately,Hainaut,rue jean-baptiste vifquin,8,,,,,,False
3.40379989,50.60738175,Rent,950,Appartment,Flat,42856,7500,,,89,2,,True,11,False,From 15/06/2026,Hainaut,rue d'amour,2,,,,,,
4.3581617,50.513555,Rent,950,Appartment,Duplex,37374,6230,2008,Excellent,100,2,2,,7,False,,Hainaut,,,,,36928,,True,False
3.3039872,50.5736959,Rent,570,Appartment,Flat,47311,7502,,Normal,86,1,1,False,,False,,Hainaut,,,,,20847,,,False
3.29781,50.72701,Rent,750,Appartment,Flat,40656,7711,,,91,2,1,True,,False,,Hainaut,boulevard des alliés,16,1,,,,,
